"","larval5thinstar_proleg","larval5thinstar_proleg","larval5thinstar_proleg","larval5thinstar_proleg","larval5thinstar_forewing","larval5thinstar_forewing","larval5thinstar_forewing","larval5thinstar_forewing","embryo3hrs_embryo","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_antenna","Earlypupa(3-6hafterpupation)_antenna","Earlypupa(3-6hafterpupation)_antenna","Earlypupa(3-6hafterpupation)_T1-leg","Earlypupa(3-6hafterpupation)_T1-leg","embryo3hrs_embryo","Earlypupa(3-6hafterpupation)_T1-leg","Earlypupa(3-6hafterpupation)_T1-leg","Earlypupa(3-6hafterpupation)_eye","Earlypupa(3-6hafterpupation)_eye","Earlypupa(3-6hafterpupation)_eye","Earlypupa(3-6hafterpupation)_eye","larval5thinstar_T1-leg","larval5thinstar_T1-leg","larval5thinstar_T1-leg","larval5thinstar_T1-leg","embryo12hrs_embryo","embryo12hrs_embryo","larval5thinstar_horn","larval5thinstar_horn","larval5thinstar_horn","larval5thinstar_horn","embryo12hrs_embryo","embryo12hrs_embryo","embryo24hrs_embryo","embryo24hrs_embryo","embryo24hrs_embryo","embryo24hrs_embryo","embryo3hrs_embryo","embryo3hrs_embryo"
"polybromo",11.2500011882906,11.7270093390367,10.9952229393318,11.8813327552668,11.3152032157796,11.3716447341486,11.3471576737126,11.4598995720446,9.18321197911909,11.1189400082103,11.0364966084483,11.1487594556937,10.9821557302799,11.2207007222589,10.9747700890257,11.6344854139132,12.2429286941854,12.1738433667205,9.18581634645341,12.2360265172734,12.0408064446204,11.5534324188899,12.0174785670116,11.7949110451029,11.6202588168613,12.0055770198355,11.9263281351777,11.8585210508345,11.8484345031652,10.6922462386503,10.5547986313263,10.9513357140887,10.9953471836904,11.0084076095054,10.8564416211995,10.7697054708792,10.5596041509518,10.6006148002923,10.9175532701453,10.8866167100759,10.9825516824181,9.02456069121138,8.9310459315822
"Poxm",6.59032868308707,6.10528061127431,6.69329162724148,6.31552938336169,3.77328586262907,3.77328586262907,3.77328586262907,4.09151496922217,4.1388418483518,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.65915979867821,3.77328586262907,3.77328586262907,5.042021475203,3.77328586262907,4.39717150109689,3.77328586262907,4.43272601269374,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.86487732401245,5.36954287451663,5.39424957297282,5.67794362386481,4.44621992026652,4.70107556115636,4.52414579231152,4.04326996756783,4.16292786728388,3.77328586262907,4.8288420140811,4.24368005569361,5.12585115375058,5.64245370735722,5.68543239307166,5.78721399171081,4.21701195619167,4.2321635684578
"Poxn",7.20962622328272,7.29039043742689,6.9202423286116,7.06507705338852,4.62447460304494,4.58503507982349,4.87494350809114,4.47187846288906,3.77328586262907,3.77328586262907,5.04794133747787,3.77328586262907,3.77328586262907,4.66253878294124,3.77328586262907,4.29898273659233,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.58275190522584,5.18121173339676,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.28318523719728,3.9864749381989,4.29371632831261,4.17150405457296,4.26143729636192,3.77328586262907,3.77328586262907
"Prdm13",3.77328586262907,3.77328586262907,4.07466008537009,4.28933284832771,4.27910381199192,4.18728374497771,4.17507491103633,4.0162041478889,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.44116987490166,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.32877278375889,4.49412400134535,3.77328586262907,4.03411218859656,3.77328586262907,4.15772430463923,3.77328586262907,3.77328586262907,4.25475063518056,3.77328586262907,3.77328586262907,4.61135683380655,4.61532346246577,4.61104912433257,4.85164918709738,3.95604544521926,3.77328586262907
"pre-lola-G",5.0416628881512,4.86978753194032,4.79233850520445,5.07240689825842,3.77328586262907,4.55019850364409,3.77328586262907,3.77328586262907,4.14839203249859,3.77328586262907,3.77328586262907,4.65709027734178,3.77328586262907,5.18149498506556,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.34064566926512,3.77328586262907,5.43392918490068,3.77328586262907,5.64021896374107,4.45208450521616,3.77328586262907,4.3891345727051,4.4047343979144,4.65504941505016,4.9449917359889,4.33244664872356,4.7044701986239,4.6351676153342,4.94217885942663,4.34475082070867,5.14731070072188,4.52180775762522,4.87657549464234,4.36447098133209,4.61235371909513,4.37018871198554,4.48860174045871,4.16010248395156,4.18465500443161
"pros",5.99219248961257,6.05844549106384,6.02239975915208,6.13913911848267,4.8957001039339,4.62879797201984,4.82584416370122,4.68175207717577,4.09818562147838,7.36740600068779,8.07001377185872,8.06931863387647,8.20711043181042,7.65621748199482,7.5405749956278,7.70129660083496,7.98068841493471,8.02320051583604,4.13814140451636,8.2896354101877,7.89004957611977,8.08741705572287,8.47906363661962,8.80699250776788,8.336833295576,7.17508491151681,7.00019626910486,6.36729783680699,6.72521650225188,6.87071972809475,6.59226768781128,6.58751700675627,6.95430986089207,6.79391032642219,6.99753525277423,6.57102608700204,6.88207904881968,5.97688417211905,6.74238829660904,6.69820429737599,6.78641864908481,4.4887136152593,4.14245161575908
"psq",4.64863933381782,4.25213729846701,4.60401124779407,4.55103975787317,4.97055026320025,4.844341591224,5.00753198513338,4.70841603314601,5.91002407559188,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.40303726398546,3.77328586262907,5.30004798490026,3.77328586262907,5.32471407400368,6.12993065681207,4.9368812813851,4.57106031926477,5.86541485876977,3.77328586262907,4.96580703807188,4.88267537713112,3.77328586262907,4.76733780966791,4.95728345856123,4.87242436319395,5.83124676596656,5.90550108917624,4.88321297174146,4.61712079799283,4.79285332146982,4.55622625314973,6.28847337198227,6.00182276974104,6.57121142803391,6.82286991666917,6.6000317189984,6.84243987834924,5.89052124918192,6.14309977307577
"ranshi",7.0328398790166,7.11339872295472,6.75099477803008,7.32534173553013,6.42930270555035,6.2963989848977,6.27194579221677,6.33138020317521,6.35815637631639,6.15116801007742,6.75563148481762,7.11269463460155,7.04502007948735,7.18038314381507,6.2642266850281,7.0228360428818,7.16853331182662,7.71342965846212,6.19489553865454,7.50069711671233,7.41724387939574,5.75946066319278,7.94472867922607,7.50786562231776,7.01830224851697,7.35437498871486,7.14264624574643,7.0245848491506,6.81981822080016,6.68254485538157,6.33964820846951,6.48518286362253,6.43043000712604,6.20233747527861,6.53372283630322,5.82375880343804,6.38490480396592,6.46987607773362,6.27693360531645,5.9932779750987,6.479105146541,6.30289243149525,6.57666164759572
"ref(2)P",6.08483590196504,5.81750366840287,6.0334352667845,5.62807318678487,6.48075665689151,6.38705347420526,6.69990246445769,6.617479026572,7.64092249775469,6.79428643295459,6.64060994818946,7.17429658237402,6.88742215479627,5.95884049500298,6.30116788570956,5.47487094480502,5.42656592798049,5.24529219550207,7.94427568661619,5.72136088921891,6.29517360309499,5.96178250379271,5.72087944780831,5.7337090507135,5.32992779081565,6.08889002375747,6.12704258201155,6.19339204661465,6.19788571139812,6.98715472709431,6.81984371922714,5.80275592709722,5.97606050491531,6.00874568872822,6.27971048749545,7.00470256570957,6.74045958119609,6.7487861771814,6.82704681414112,6.88731763268135,6.90880464223864,7.72606388429493,7.3942471640838
"Rel",10.2631917940404,10.0249496176632,10.1428433035073,9.94366905945637,9.3179202181396,9.26382088018454,9.15387459992901,9.2517774825642,8.64235803682758,10.2847498808053,10.3767328066052,10.3894394613633,10.5238621210032,10.1590994840421,10.4112502270136,10.1179540901438,9.09298581070231,9.23483685257518,8.72836749349256,8.66687078983942,8.15381010277446,8.71313614349596,8.96493208860548,8.80582989147579,8.81623637675728,8.87258603234979,8.87895870062511,9.2259679527068,9.02742667568875,8.18750317061819,8.13678292452972,10.4519561999841,10.4406414819372,10.377839570576,10.4283880378864,8.39261430411732,8.23956968074156,7.49290318394529,7.96839735414769,7.80571218141675,7.8190485017412,8.77485065739667,8.49880338572534
"repo",5.62236923819945,5.43638664856778,5.7147395156456,5.15618434408256,4.62981284963631,4.768086864998,4.3366762260464,4.52045907630554,3.77328586262907,3.77328586262907,4.69174596038975,5.44987900257643,3.77328586262907,7.74593961172467,7.39267071293331,8.31967551023379,5.60262331359827,6.2621443680092,4.15694480454167,5.57348842013215,4.52865652656273,5.96568352412125,6.64520953426872,6.79569841423495,5.64174836993155,5.25588895806872,5.54131712889779,6.44276918058454,6.25292517283617,5.12693530619665,4.38989058065844,6.93123832739722,6.58671176600748,6.28448108480278,6.5455985493113,5.06260331214835,4.30252984840399,5.49500710452878,5.79010549259334,5.73050349420021,5.70916487952768,4.21286902940972,3.77328586262907
"retm",6.78237329947065,6.61307212169358,6.54492920287456,6.23999218892071,5.85116967942266,5.80940883861281,5.82875672491438,5.59909883529089,5.58628027514384,3.77328586262907,3.77328586262907,4.98234655460443,3.77328586262907,7.49449392995336,8.0459372707429,7.802261522543,6.00456346291711,5.90765776321187,5.69710479251458,4.61461923122734,5.22747954966281,3.77328586262907,5.28205290814799,4.89734280688133,4.88947617678763,3.77328586262907,5.16372267667892,5.60380657073464,4.42299563061744,5.61377521234031,5.80933712068852,6.0899887153917,5.63480798035157,5.99878101681271,6.09328267031341,6.00438932562245,5.4933846123135,5.83144234548896,5.95842913895367,5.77994179011984,5.69131581271694,5.70818439708091,5.66117241074254
"retn",9.98409486266999,10.1842622971417,9.39499805535433,9.83252931938939,10.1804604039447,10.2228736055407,10.0838519931465,10.3691686637181,9.5798657649561,9.63960207162468,9.8783164906185,9.70582773563946,9.59811280145924,10.0839289771661,9.87491716478254,10.216771562204,10.0257897966562,10.1258963632898,9.52221106658033,10.0199832102209,10.4362205852788,9.70984011938887,10.0095974113468,9.99666725186338,10.3106517109105,10.0454883988416,10.0558594226356,10.1480675323134,10.2059886243222,10.4626333713028,10.4301272155839,9.79019052799103,9.82606912220092,9.98572832353834,9.96591116571529,10.6682940556299,10.4066803376011,10.2082657264706,10.3970672186109,10.3945356560527,10.4246627170532,9.58251280679963,9.69695945132651
"Rfx",5.68821723960805,5.35507737975576,5.2596718229407,5.20554524743396,5.55978788403758,5.40552983048707,5.73385065199806,5.5121486551643,6.18161843080457,3.77328586262907,3.77328586262907,3.77328586262907,5.51095809499602,4.91152004964333,3.77328586262907,5.78899400890649,5.24037422576254,3.77328586262907,6.14303187467925,5.55831840362309,5.25046009893072,3.77328586262907,5.11441716816716,3.77328586262907,4.90855047667628,4.81592711641028,5.5678566415142,4.74458438892906,5.13348344959709,5.38560030608755,5.74500245801188,5.80479830698507,5.59006158525389,5.48409338126161,5.60923444736151,5.84129168389038,5.46831492559293,6.17652397154627,5.98009525240469,6.08718865538567,5.91689305132901,6.03755386789396,6.38174520770172
"rib",5.15983376327183,5.66879525588938,5.12852298033673,5.51399483861608,3.77328586262907,4.03061586826368,3.77328586262907,3.77328586262907,4.10969225201596,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,6.52600814740594,6.69940826037782,6.10871336433449,3.77328586262907,3.77328586262907,4.75082673982923,3.77328586262907,3.77328586262907,3.77328586262907,4.56515892140838,4.71269240556709,5.65464641805214,4.20593656686854,3.77328586262907,3.77328586262907,3.77328586262907,8.44267157229014,8.3494363448119,5.19978355565747,5.17145261639572,4.61265737178319,5.16677491180338,9.52675973094592,7.75486282292317,9.66590996798807,10.7066055785531,10.3471759368229,10.5118929133771,6.73417907533191,3.96094710474528
"rn",3.77328586262907,4.10416029768781,4.51247339424964,4.39222194108991,7.51454464566467,7.76585233255583,7.5528430330057,7.26813000450688,6.2724413826872,5.89306868712424,3.77328586262907,4.6395506927644,3.77328586262907,3.77328586262907,3.77328586262907,4.35875057143884,3.77328586262907,3.77328586262907,6.25037619610073,3.77328586262907,3.77328586262907,3.77328586262907,4.90673440669094,3.77328586262907,3.77328586262907,4.79504741887061,3.77328586262907,3.77328586262907,4.45091416821726,7.09660713077894,8.01706027849747,5.22980174047955,5.60512181871334,5.71998495176126,5.51251810619081,8.15949156217683,7.64981557182653,7.67452210192444,7.94024420216276,7.53786032800213,7.4998251886556,6.30816552557407,6.36067202652509
"ro",3.77328586262907,4.21161283905786,3.99417179905634,5.03369271528145,3.77328586262907,3.77328586262907,3.77328586262907,4.16743906275481,9.9919934343828,3.77328586262907,3.77328586262907,3.77328586262907,4.64270322506388,4.64062212916987,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,10.1118293457827,3.77328586262907,3.77328586262907,7.65200693180712,6.03301247456152,7.15784086401066,6.87482267766839,4.18757659070677,3.77328586262907,4.62870938531359,3.77328586262907,10.6727961284816,10.0298954041264,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,9.93560525362897,10.1977359553855,7.47740733277481,6.3716989997898,6.31176727575004,6.54181776084668,9.65416739425103,9.27680487880273
"run",4.19187185960272,3.77328586262907,4.34269848844437,4.16275472826113,3.77328586262907,3.77328586262907,3.77328586262907,4.04249508724047,3.96508927814572,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.92566869986652,5.01781717327184,5.09241823409572,3.77328586262907,3.77328586262907,4.3019269752927,3.77328586262907,3.77328586262907,3.77328586262907,4.58573990890365,5.50142094373141,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,6.18122352194463,6.56045528985471,4.67173811600827,4.09880734003921,3.77328586262907,4.08868815797536,6.55195530914582,6.72360559404817,4.46475157859656,5.30431701020371,5.31897678737673,5.15537911221075,4.11404074645627,3.77328586262907
"RunxA",4.82597006599738,5.03953605569321,5.12482808867927,4.92352613095894,4.66154814226554,4.59096602836811,4.14094627606173,4.52436646935921,4.11919783391727,3.77328586262907,7.27153673620507,6.04093471805856,5.83063855400444,6.06797933701748,5.56274084300498,4.84051266768478,6.74496527742828,7.552066601348,4.28142975851634,6.98798678505083,7.34482652603347,9.22400719839318,9.95229447961764,9.05279668341998,9.36782178135122,5.73150290953231,4.9291188204877,5.52052647366793,5.40394105857344,7.899893663374,7.53364923302182,5.49390542829212,5.7100455115492,6.05133406914744,5.67988045467394,7.43098922193744,7.93089619408386,3.88807091902608,4.79634842392007,4.26161338845513,4.46501080128773,4.5455643219246,4.43325734982529
"salm",6.88585599216618,6.70983503646949,6.86125618963708,6.81479036941144,6.07188998867235,6.33676565129179,5.91715958634484,6.21891198661083,6.72518431574015,7.51923447990797,6.93291118717629,6.02804073856539,6.94600151804234,6.90603099826146,6.99091360469758,6.13790808664975,7.68319612282677,7.57178562871306,6.86434350872564,7.73627370805687,7.94272288611316,7.38234808320037,8.47010242653509,7.42560679389832,7.81272967456786,7.00376330328845,6.4818683907331,6.8653735394729,7.00616997515127,7.03168320190968,6.80546291535924,6.79875790050458,6.7444419792761,6.76474059562692,6.8455582040495,6.85953836506496,6.62506070523508,7.2988659911536,7.29858807206693,7.04536004010005,7.38934197744732,6.56399917534372,6.8099161910243
"Scr",3.77328586262907,3.77328586262907,4.10117055999986,3.77328586262907,4.13031524325939,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,6.62088863019414,5.97660838091904,3.77328586262907,6.027889331936,5.58910869922255,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,7.02286916920472,6.62748105299059,7.14819478750342,7.08020869863876,4.65890979986954,4.62830256386506,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.02406405600455,4.82622388310559,5.02710883408017,5.37947983079866,5.03109571672452,5.2556779198806,4.04798492199126,3.77328586262907
"scro",3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.96374330862232,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.66687239415307,4.30932698473943,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.7866662735084,4.77395344625154,4.40481614405397,5.19536805064396,4.32648957967791,5.02582934394854,4.17170208992752,3.77328586262907
"sd",6.78495328614815,7.05144127325975,6.97729816286876,6.54492611174832,8.85162742369777,8.97375579121296,8.75672787650438,8.48420045598756,5.21131652916315,7.03735371558099,7.50286198724554,7.62288511047698,6.59333366104536,7.6458462225791,8.13863613187333,8.1103616126394,5.22584934328102,6.04642494689973,5.52337039705721,3.77328586262907,5.66028014419791,5.0749323843647,5.84101737259739,5.97142658505345,6.44122622598438,5.5341015345911,4.88338371690914,6.37384175787725,5.87031476975942,6.21041828210409,6.87821640283088,7.59313977730556,7.13054573359821,7.54511782375358,7.13915045901727,7.28517304313739,6.6418306851257,7.2207211143954,7.74714627650112,7.38387227003992,7.42602952173777,5.73728630812648,5.51437233879131
"sens",10.1524799531596,10.3223822147917,10.4237243333781,10.6449133938388,10.101517374724,10.1489553794355,10.1554865920928,10.2289631046843,11.8487867992765,10.8401517230012,11.0623088281994,11.1832326159686,11.1549726595031,10.6880378630986,10.743954040911,10.5472074386346,11.133872647413,11.5845439671005,11.878671977392,11.4291831277017,11.4370259780829,11.6447742893177,11.3764019227374,11.2870522979994,11.1842483944553,11.080002720524,11.1908855725491,10.7929871282205,10.8603658789696,10.553793847824,10.4587785937345,9.94487849807789,9.99500891867882,10.0004742399343,9.9263863185538,10.1535542865197,10.4118354850753,10.9360487184755,9.83532329083886,10.2683204806068,10.2290671301985,11.8893796853293,12.0016898625297
"sens-2",4.05991488517485,3.77328586262907,4.33140128732475,4.05380652438973,4.4942338174087,4.39748946021999,4.21341295898253,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.1153870133753,3.77328586262907,5.31143831470003,3.77328586262907,3.77328586262907,4.15576250366967,3.77328586262907,3.77328586262907,3.77328586262907,4.56183058262942,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.30136292852289,4.69663984393879,4.11219738332726,3.77328586262907,5.52650508227256,5.43885211895538,5.53266970456996,5.7061274561932,4.02803178856015,4.10834944031709,4.09413648598951,4.53750948206904,4.3734812486086,4.21333527293059,4.05194643120823,3.77328586262907
"shn",9.26394336548148,8.77710759358116,9.35178959416327,9.10055253446035,8.75174028612972,8.80377626720794,8.66137458153356,8.64838338908281,9.14705283978796,8.76938244817091,8.10522283620453,8.95049985339374,8.31389203059059,9.21662454767246,8.85967848445559,8.66726856943788,8.27972407553153,8.22020028111514,9.37053466686896,8.1904720182401,8.22925927752393,6.969862672515,8.00121150740069,8.06170582445316,7.24416494208728,8.05989151258979,7.93866529781868,7.88665519581974,8.08559781114839,8.49217749600872,8.90455002413251,8.69958393681909,8.60418544699419,8.78164274930503,8.71208181382157,8.99627954123751,8.86219091698181,8.65563929079594,8.91189063134692,8.63033335397583,8.64730083677019,9.30787875500825,9.3188495543882
"sim",3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.14447325347195,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.04542196189307,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.36933157811575,5.8852630523998,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,6.24843396334391,5.92536562525555,4.98706701426754,4.98490700450325,5.01796888134674,5.10754005666861,4.11838370764093,3.77328586262907
"Six4",3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.96333557209842,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.2379783339239,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.35753570378957,4.16805959579205,3.77328586262907,5.60015180428726,5.71017953598922,4.0796807842256,4.07708139944897,3.77328586262907,3.77328586262907,5.91595380487136,5.6559921768093,5.32835230137395,5.48942948719555,5.51992326697404,5.63630132370229,4.20845347953611,4.06078504387785
"slbo",7.8353651461357,7.32059676537608,8.06949560030793,7.76577551796221,7.84038113126277,7.85126803541456,7.82309431608945,7.9645509507038,6.65420707701072,8.94012955616047,8.99318965807378,9.51073227007876,8.64564080747327,7.39943380937108,7.39707680250232,7.63576430898417,7.61026337217141,7.19047717296142,6.83927225368703,7.51086976022948,6.99443412691939,6.70478347055659,7.52410492552886,7.34191990704388,7.16129320540298,7.18087593359987,7.51251498116015,7.58922417438461,7.39008321299079,6.18983342440333,6.65226806801202,8.19038057071591,7.98375601775082,8.01774095232319,8.0814077744446,6.67650199614442,6.46894082254357,6.34215049318438,6.61105147258775,6.71339305333991,6.49677350087528,6.45596606735725,6.22144437506021
"slp2",7.95364072651151,8.49364854990418,7.86152215770627,8.8394869552968,4.57985320407917,3.77328586262907,4.43618301026384,4.68924010398582,5.63519907273783,7.38977036333183,5.66830917147903,4.8621564043201,6.08782262834603,7.52423244850484,7.43922563741043,7.71633073241535,7.01169713317174,7.35964247896132,5.88859335852317,8.23746646289382,8.19096337312469,10.6610173531212,10.7578311180505,10.2288255333067,10.3084593899594,7.51081809202742,7.25888546829092,7.76329370170254,7.73638108048876,10.0583334838238,9.47325041766694,6.6079523489069,6.68854007519491,6.9756972980028,6.7594104792851,9.92586360600521,10.0896493144857,8.24910646203261,9.05805595685582,9.31486591523206,9.21072328886712,6.28237153268902,5.70665994209683
"Smox",7.40196352618306,7.25996744396726,7.09029472321224,7.33435598501745,7.36951357786659,7.53402835020564,7.32121910072525,7.38758404741834,6.21403962787239,5.6038313535574,7.77062052523367,6.477931183889,3.77328586262907,6.56304133557928,7.65788145942735,7.72800814378647,3.77328586262907,3.77328586262907,6.47286877077104,3.77328586262907,3.77328586262907,6.31445566564892,3.77328586262907,3.77328586262907,5.60104546822978,5.71969492993893,5.86456210507398,6.17780055114671,6.64587333616904,5.67870617276916,6.09180859151053,7.39880892242249,7.36247835098816,7.59724170392999,7.01371885876927,6.07189450354842,5.29278144622049,5.97502187639421,5.68630100115424,5.92296635493972,6.11225653049534,6.12106848883019,6.20452802919563
"so",4.48514151108552,4.31831278894213,4.56596251992743,4.38331996025954,4.27175842517761,4.63037250640631,3.77328586262907,3.77328586262907,4.15341673638556,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.50785687865896,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.22973387087445,3.77328586262907,3.77328586262907,3.77328586262907,5.88346759164614,3.77328586262907,5.1874227076735,4.20521551872859,3.77328586262907,3.77328586262907,3.77328586262907,4.50954293943435,4.72252239550136,4.2909756568538,5.12614893930394,4.73190675789292,5.09012660267723,4.64404880818569,4.79243560614935,4.8484304258893,4.95717857401521,5.01748474816937,5.08980542539512,4.28863802216427,4.03952011177332
"Sox102F",6.71561788108363,6.69414556379789,6.84148460198537,6.64422501196756,7.1144387117702,7.04904902322131,6.85600184295453,6.99989726158316,5.32283400842919,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,6.90636861601008,6.68270514482284,5.97341764565134,3.77328586262907,5.67772560105432,5.58849499581448,5.44563826442878,6.11713050209134,5.03122147970323,3.77328586262907,5.10468810766978,5.37450934524039,5.84424577173547,6.60702398785,6.31107074936629,6.81858140302452,5.39316958524072,5.19758502733364,5.68380662884934,5.44184945121093,5.33686565174245,5.54109030065351,5.37518659084739,5.21092195548639,5.395359310129,6.02758045021389,6.01930954936754,6.23853720382838,5.15853980444167,5.07739743391191
"Sox15",6.8861133975534,6.62431787123649,6.72904809256077,7.14304540572329,7.59938730237171,7.66190715013622,7.79810639658733,7.72413601715525,6.19389077294875,7.41349201106124,7.39739871953757,7.57242024495654,7.01267639877307,6.43633568543347,5.84100660955819,6.12698311736002,6.97332998735146,6.25518785442228,6.43545367783186,6.45506041355443,6.55265724007027,6.82113699513557,6.03726537063081,6.48621245551482,6.18211435644601,6.16579369547241,6.12151234470121,6.9937165387544,6.7941143383967,5.1457126578597,5.0775196247924,7.83544628499544,7.53848195846171,7.79925116878948,7.60224450243948,4.84450678048838,5.13115250200756,5.92367847220884,6.2479965790117,6.25591361492339,6.08007350331177,6.19614531410552,6.21564789098426
"Sox21a",6.67078440179643,6.15839923906813,5.97869135949231,5.60506091641118,6.12214048179381,5.93690106532445,5.91636229357829,5.77720531448833,4.98746002875132,6.06864177493291,3.77328586262907,5.44873659778776,5.01008626699659,8.27301505814757,7.85539333771244,8.36659453726786,7.31766500639705,7.4492962801374,4.97188405028088,7.98395269146555,7.4397704287051,5.79352828812258,4.4059664146487,4.77952678302856,5.84814109036505,5.9291939476092,6.22744200994264,6.60577726207388,6.73332954198122,4.86505561688469,5.54277959389843,6.95923227937123,7.19649263588118,7.31460831367164,7.33768530850591,6.12434620855578,4.73680633453515,5.97995606442552,6.74310967319089,6.35564055815275,5.93892853207321,4.81195269688114,5.01361426373956
"SoxN",4.98336024236336,4.76614241893542,4.72492331929085,4.60308491430547,4.40741915116821,4.21442308227716,4.02688234176792,4.40252525609794,9.17107777070773,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,7.12608741735603,7.45510458975373,7.92786604821452,5.22508118240065,3.77328586262907,8.84228867802569,5.40273850795363,4.52951166580178,7.20783338602457,7.23498492211894,7.48931924550109,7.30703034714558,5.49072706809526,4.36461228024054,4.74367975967047,4.94768028191939,9.97178128706716,9.90925352758699,5.33526743468069,5.33018692937542,5.17849132072373,5.29273900488877,9.91498706881309,10.2002295342146,8.12413240607287,7.71533612934255,8.13240675915085,7.8136282083825,9.07342059494685,9.14333091386437
"Sp1",5.72529199870571,5.75001368855298,5.76930924595134,5.02888696217467,6.45733548394442,6.59850839763439,6.24143069063841,6.15810702990058,4.62059917752727,5.63712373399563,6.35344681926105,5.76858191308104,5.96002042751493,5.42209489594029,5.97254798402469,5.63289058409955,5.21925728930279,5.2391463041279,3.77328586262907,5.39445982818168,5.95894574149484,5.52587197020721,6.03307235716427,4.4335637371225,3.77328586262907,3.77328586262907,3.77328586262907,4.2940799994155,4.68583736319258,3.77328586262907,4.24923710267199,6.47450388538805,6.16457439862473,6.46909002970014,5.90907074261871,3.77328586262907,4.24872961662856,4.97575981632253,5.75575410348572,4.69218927671081,4.86699298841879,3.77328586262907,3.77328586262907
"sr",7.40101866629706,7.08029192204944,7.12603241677801,6.97785005827263,7.31876648947294,7.25637782540127,7.1587953186313,7.36503951472866,8.95553294487949,6.11528834632311,6.11976312765035,5.74865595245083,6.84447750833395,7.88259344900205,7.10868915024843,8.46665566388207,6.65104747801527,5.26162077397522,9.00905371937022,5.90498367935687,5.53515171509529,5.48701221036427,6.45526097191382,8.15438684340435,7.45846197229791,5.78546468677977,6.44625302104855,6.739076322081,6.71003835123844,7.90105321644382,8.5225441068398,7.35788539119746,7.27423191169757,7.09368990310745,7.07409194455351,8.61374979814772,8.22792223769991,8.10858736368371,8.34732988654542,8.41880680294022,8.36101165001483,8.70728005303674,8.55034031585924
